Textbox25,Textbox26
NPSpecies - The National Park Service biodiversity database.  IRMA Portal version.https://irma.nps.gov/npspecies.  Accessed 7/25/2025 8:30:15 PM,"NatureServe Global (G) and State (S) Conservation Status Rank List - NatureServe. 2025. NatureServe Explorer [web application]. NatureServe, Arlington, Virginia. Available https://explorer.natureserve.org/. (Accessed: July 9, 2025). This information is provided by NatureServe (www.natureserve.org) and its network of natural heritage member programs, a leading source of information about rare and endangered species, and threatened ecosystems."

Textbox46,Category1,CategoryGroup,Textbox51,PreferredCommonNames1,OccwTag,Abundance,NatwTags,NPSTags,ParkTags,RefCount,ObsCount,VouCount,ExternalLinkCount,TESS,StateStatuses,Ozone,GRank,SRank1,Textbox52,Textbox1
,Vascular Plants,Geraniales/Geraniaceae,Geranium californicum,California cranesbill,Present,Uncommon,Native,,,1,0,13,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Geraniales/Geraniaceae,Geranium carolinianum,"Carolina crane's-bill, Carolina geranium",Present,Uncommon,Native,,,1,0,3,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Geraniales/Geraniaceae,Geranium dissectum,cutleaf geranium,Present,Uncommon,Non-native,,,1,0,1,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Geraniales/Geraniaceae,Geranium richardsonii,Richardson's geranium,Present,Common,Native,,,1,0,23,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Geraniales/Geraniaceae,Geranium robertianum,Robert's geranium,Present,Uncommon,Non-native,,,0,0,1,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Isoetales/Isoetaceae,Isoetes bolanderi,Bolander's quillwort,Present,Common,Native,,,1,0,36,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Isoetales/Isoetaceae,Isoetes howellii,Howell's quillwort,Present,Uncommon,Native,,,1,0,9,0,,,,GNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Isoetales/Isoetaceae,Isoetes nuttallii,Nuttall's quillwort,Present,Uncommon,Native,,,1,0,8,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Isoetales/Isoetaceae,Isoetes occidentalis,western quillwort,Present,Rare,Native,Management Priority,,1,0,14,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Agastache urticifolia,"horsemint giant hyssop, nettleleaf giant hyssop",Present,Common,Native,,,1,0,30,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Glechoma hederacea,"creeping charlie, gill-over-the-ground, ground ivy, groundivy, haymaids",Present,Uncommon,Non-native,,,1,0,1,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Lamium amplexicaule,"common henbit, giraffehead, henbit, henbit deadnettle",Present,Uncommon,Non-native,,,0,0,0,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Lepechinia calycina,woodbalm,Present,Rare,Native,Management Priority,,1,0,4,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Lycopus uniflorus,"bugleweed, northern bugleweed, northern water-horehound, oneflower bugleweed",Present,Rare,Native,Management Priority,,1,0,10,0,,,,G5,CA: S4,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Marrubium vulgare,"horehound, white horehound",Present,Uncommon,Non-native,Management Priority,,1,0,2,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Mentha arvensis,"field mint, wild mint",Present,Uncommon,Native,,,1,0,10,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Mentha spicata var. spicata,,Present,Uncommon,Non-native,Management Priority,,1,0,2,0,,,,GNRTNR,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Monardella glauca,"blue monardella, gray monardella, pale monardella",Present,Uncommon,Native,,,1,0,7,0,,,,G3G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Monardella lanceolata,"mustang mint, mustang monardella, mustang mountainbalm",Present,Common,Native,,,1,0,20,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Monardella odoratissima ssp. pallida,"alpine mountainbalm, mountain monardella",Present,Common,Native,,,1,0,12,0,,,,G4G5T3T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Monardella sheltonii,Shelton's monardella,Present,Uncommon,Native,,,1,0,1,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Prunella vulgaris var. lanceolata,,Present,Common,Native,,,1,0,15,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Pycnanthemum californicum,Sierra mint,Present,Uncommon,Native,,,1,0,6,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Salvia columbariae,chia,Present,Uncommon,Native,,,0,0,0,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Scutellaria bolanderi ssp. bolanderi,Sierra skullcap,Present,Rare,Native,,,1,0,4,0,,,,G4T4,CA: SNR,- Scutellaria bolanderi,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Scutellaria siphocampyloides,grayleaf skullcap,Present,Uncommon,Native,,,1,0,3,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Scutellaria tuberosa,Danny's skullcap,Present,Uncommon,Native,,,1,0,2,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Stachys ajugoides var. rigida,,Present,Uncommon,Native,,,1,0,3,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Stachys albens,"white hedgenettle, whitestem hedgenettle",Present,Uncommon,Native,,,1,0,14,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Trichostema lanceolatum,vinegarweed,Present,Uncommon,Native,,,1,0,0,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lamiaceae,Trichostema oblongum,oblong bluecurls,Present,Uncommon,Native,,,1,0,7,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lentibulariaceae,Utricularia gibba,"conespur bladderpod, humped bladderwort",Present,Uncommon,Native,,,1,0,10,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lentibulariaceae,Utricularia intermedia,"flatleaf bladderwort, flat-leaf bladderwort, mountain bladderwort",Present,Rare,Native,,,0,0,2,0,,,,G5,CA: S3,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lentibulariaceae,Utricularia minor,lesser bladderwort,Probably Present,,Native,Management Priority,,0,0,5,0,,,,G5,CA: S3,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Lentibulariaceae,Utricularia vulgaris,,Present,Uncommon,Native,,,1,0,14,0,,,,G5,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Linderniaceae,Lindernia dubia var. anagallidea,"false pimpernel, yellowseed false pimpernel, yellow-seed false pimpernel",Present,Rare,Native,Management Priority,,1,0,4,0,,,,G5T4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Oleaceae,Fraxinus dipetala,"California ash, two-petal ash",Present,Uncommon,Native,,,0,0,0,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Oleaceae,Fraxinus latifolia,Oregon ash,Present,Uncommon,Native,,,0,0,2,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja applegatei ssp. disticha,wavyleaf Indian paintbrush,Present,Uncommon,Native,,,1,0,2,0,,,,G5T2T4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja applegatei ssp. pallida,wavyleaf Indian paintbrush,Present,Uncommon,Native,,,1,0,28,0,,,,G5T2T4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja applegatei ssp. pinetorum,wavyleaf Indian paintbrush,Present,Uncommon,Native,,,1,0,11,0,,,,G5T3T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja attenuata,"attenuate Indian paintbrush, Indian paintbrush",Present,Uncommon,Native,,,1,0,3,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja densiflora ssp. densiflora,denseflower Indian paintbrush,Present,Rare,Native,,,1,0,4,0,,,,G5TNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja exserta ssp. exserta,"exserted Indian paintbrush, owl clover",Present,Uncommon,Native,,,1,0,0,0,,,,G4G5T4T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja foliolosa,Texas Indian paintbrush,Present,Rare,Native,Management Priority,,0,0,2,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja lacera,cutleaf Indian paintbrush,Present,Common,Native,,,1,0,17,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja lemmonii,"Lemmon's Indian paintbrush, Lemmon's paintbrush",Present,Common,Native,,,1,0,38,0,RT,,,G3?Q,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja lineariloba,,Present,Uncommon,Native,,,1,0,9,0,,,,,,- Castilleja lineariiloba,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja miniata ssp. miniata,giant red Indian paintbrush,Present,Common,Native,,,1,0,4,0,,,,G5T5,CA: SNR,- Castilleja miniata,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja minor ssp. spiralis,"annual Indian paintbrush, lesser Indian paintbrush",Present,Rare,Native,,,0,0,1,0,,,,G5TNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja nana,"dwarf alpine Indian paintbrush, dwarf alpine paintbrush",Present,Rare,Native,,,1,0,33,0,,,,G4?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja parviflora,mountain Indian paintbrush,Present,Uncommon,Native,,,1,0,15,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja pilosa,"hairy paintbrush, parrothead Indian paintbrush",Present,Uncommon,Native,,,1,0,2,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Castilleja tenuis,"hairy Indian paintbrush, slender paintbrush",Present,Uncommon,Native,,,1,0,7,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Cordylanthus rigidus ssp. brevibracteatus,stiffbranch bird's beak,Present,Rare,Native,Management Priority,,0,0,2,0,,,,G5T4,CA: S3,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Cordylanthus rigidus ssp. rigidus,stiffbranch bird's beak,Present,Uncommon,Native,,,1,0,10,0,,,,G5TNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Cordylanthus tenuis ssp. tenuis,"slender bird's beak, slender bird'sbeak",Present,Common,Native,,,1,0,35,0,,,,G4G5T3T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Orobanche californica ssp. grayana,Gray's broomrape,Present,Uncommon,Native,Management Priority,,1,0,0,0,,,,G4T3T4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Orobanche fasciculata,"clustered broomrape, clustered broom-rape, purple broomrape, tufted broomrape",Present,Uncommon,Native,,,1,0,7,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Orobanche uniflora,"naked broomrape, naked broom-rape, oneflowered broomrape",Present,Uncommon,Native,,,1,0,3,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Orthocarpus cuspidatus ssp. cryptanthus,"cryptantha owlclover, cryptantha owl's-clover",Probably Present,,Native,,,0,0,4,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Orthocarpus luteus,"golden-tongue owl-clover, yellow owlclover, yellow owl's-clover",Present,Rare,Non-native,,,0,0,3,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Pedicularis attollens,little elephantshead,Present,Common,Native,,,1,0,30,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Pedicularis groenlandica,"bull elephant's-head, elephanthead lousewort",Present,Uncommon,Native,,,1,0,19,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Orobanchaceae,Pedicularis semibarbata,"bearded lousewort, pinewoods lousewort",Present,Uncommon,Native,,,1,0,13,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus bicolor,yellow and white monkeyflower,Present,Rare,Native,Management Priority,,1,0,5,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus bolanderi,Bolander's monkeyflower,Present,Uncommon,Native,,,1,0,11,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus breweri,Brewer's monkeyflower,Present,Common,Native,,,1,0,17,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus cardinalis,"crimson monkeyflower, scarlet monkeyflower, scarlet monkey-flower",Present,Uncommon,Native,,,1,0,8,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus congdonii,Congdon's monkeyflower,Present,Rare,Native,Management Priority,,0,0,0,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus douglasii,brownies,Present,Rare,Native,Management Priority,,0,0,0,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus filicaulis,"Hetch Hetchy monkey-flower, slenderstem monkeyflower",Present,Rare,Native,Management Priority,,1,0,8,0,SC,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus floribundus,"floriferous monkeyflower, manyflowered monkeyflower, purplestem monkeyflower",Present,Uncommon,Native,,,1,0,11,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus guttatus,"common monkeyflower, seep monkeyflower",Present,Common,Native,,,1,0,41,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus inconspicuus,smallflower monkeyflower,Present,Rare,Native,Management Priority,,1,0,1,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus kelloggii,Kellogg's monkeyflower,Present,Rare,Native,,,0,0,0,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus laciniatus,cutleaf monkeyflower,Present,Rare,Native,Management Priority,,1,0,21,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus layneae,Layne's monkeyflower,Present,Common,Native,,,1,0,31,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus leptaleus,"least monkeyflower, slender monkeyflower",Present,Uncommon,Native,,,1,0,12,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus lewisii,"Lewis' monkeyflower, purple monkeyflower",Present,Common,Native,,,1,0,24,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus mephiticus,"foul odor monkeyflower, foul-odor monkeyflower",Present,Common,Native,,,1,0,11,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus montioides,"mointain monkeyflower, mountain monkeyflower",Present,Rare,Native,,,1,0,2,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus moschatus,"musk monkeyflower, muskflower",Present,Common,Native,,,1,0,28,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus pilosus,false monkeyflower,Present,Rare,Native,,,1,0,7,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus primuloides ssp. primuloides,,Present,Uncommon,Native,,,1,0,9,0,,,,,,- Mimulus primuloides var. primuloides,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus pulchellus,yellowlip pansy monkeyflower,Present,Rare,Native,Management Priority,,1,0,2,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus pulsiferae,candelabrum monkeyflower,Present,Rare,Native,,,1,0,0,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus suksdorfii,"miniature monkey-flower, Suksdorf's monkeyflower",Present,Uncommon,Native,,,1,0,4,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus tilingii,"subalpine monkeyflower, subalpine monkey-flower, Tiling's monkeyflower",Present,Common,Native,,,1,0,21,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus torreyi,Torrey's monkeyflower,Present,Uncommon,Native,,,1,0,11,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Phrymaceae,Mimulus viscidus,sticky monkeyflower,Present,Uncommon,Native,,,1,0,0,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Antirrhinum leptaleum,,Present,Rare,Native,Management Priority,,1,0,4,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Callitriche heterophylla var. bolanderi,Bolander's water-starwort,Probably Present,,Native,,,0,0,2,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Callitriche marginata,winged water-starwort,Present,Uncommon,Native,,,1,0,1,0,SC,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Callitriche verna,,Present,Uncommon,Native,,,1,0,12,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia bartsiifolia var. davidsonii,Davidson's blue eyed Mary,Probably Present,,Native,,,0,0,1,0,,,,G3G4TNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia childii,Child's blue eyed Mary,Present,Rare,Native,Management Priority,,1,0,6,0,,,,G3?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia heterophylla,purple Chinese houses,Present,Uncommon,Native,,,1,0,1,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia linearis,narrowleaf blue eyed Mary,Present,Rare,Native,Management Priority,,1,0,4,0,,,,G3?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia parviflora,"blue-eyed Mary, littleflower collinsia, maiden blue eyed Mary, smallflower blue eyed Mary, small-flower blue-eyed Mary",Present,Common,Native,,,1,0,4,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia tinctoria,sticky Chinese houses,Present,Uncommon,Native,,,1,0,23,0,,,,G3?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia torreyi var. torreyi,"Torrey's blue eyed Mary, Torrey's blue-eyed Mary",Present,Common,Native,,,1,0,16,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Collinsia torreyi var. wrightii,Wright's blue eyed Mary,Present,Common,Native,,,1,0,5,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Digitalis purpurea,purple foxglove,Present,Uncommon,Non-native (Cultivated),Management Priority,,1,0,0,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Gratiola ebracteata,bractless hedgehyssop,Present,Rare,Native,,,1,0,5,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Hippuris vulgaris,"common mare's tail, common mare's-tail",Present,Uncommon,Native,,,1,0,4,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Keckiella breviflora var. breviflora,,Present,Common,Native,,,1,0,7,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Keckiella breviflora var. glabrisepala,,Present,Common,Native,,,1,0,3,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Limosella acaulis,Owyhee mudwort,Present,Uncommon,Native,,,1,0,1,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon azureus var. angustissimus,azure penstemon,Present,Rare,Native,Management Priority,,1,0,1,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon davidsonii var. davidsonii,Davidson's penstemon,Present,Uncommon,Native,,,1,0,19,0,,,,G4G5T3T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon heterodoxus var. heterodoxus,Sierra beardtongue,Present,Common,Native,Exploitation Concern,,1,0,8,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon heterophyllus var. purdyi,Purdy's penstemon,Present,Rare,Native,Management Priority,,1,0,2,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon laetus var. laetus,,Present,Common,Native,Exploitation Concern,,1,0,17,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon newberryi var. newberryi,,Present,Common,Native,Exploitation Concern,,1,0,17,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon procerus var. formosus,"pincushion beardtongue, pincushion penstemon",Present,Uncommon,Native,,,1,0,1,0,,,,G5TNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon roezlii,Roezl's penstemon,Present,Rare,Native,,,0,0,9,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon rostriflorus,"beaked beardtongue, beakflower penstemon, Bridges' penstemon",Present,Uncommon,Native,,,1,0,14,0,,,,G4G5Q,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Penstemon rydbergii var. oreocharis,herbaceous penstemon,Present,Common,Native,Exploitation Concern,,1,0,21,0,,,,G4G5T3T5,CA: SNR,- Penstemon rydbergii,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Plantago erecta,dotseed plantain,Probably Present,,Native,,,0,0,2,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Plantago lanceolata,"buckhorn plantain, English plantain, lanceleaf Indianwheat, lanceleaf plantain, narrowleaf plantain, ribgrass, ribwort",Present,Common,Non-native,,,1,0,2,0,,,,G5,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Plantago major,"broadleaf plantain, buckhorn plantain, common plantain, great plantain, rippleseed plantain",Present,Common,Non-native,,,1,0,4,0,,,,G5,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica americana,"American speedwell, brooklime",Present,Uncommon,Native,,,1,0,5,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica anagallis-aquatica,"blue water speedwell, water speedwell",Probably Present,,Non-native,,,0,0,1,0,,,,"GNR,G5",CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica arvensis,"common speedwell, corn speedwell, rock speedwell, wall speedwell",Present,Rare,Non-native,,,1,0,2,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica cusickii,Cusick's speedwell,Present,Rare,Native,Management Priority,,1,0,4,0,,,,G5,CA: S4,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica peregrina ssp. xalapensis,"hairy purslane speedwell, neckweed",Present,Uncommon,Native,,,1,0,4,0,,,,G5T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica persica,"bird-eye speedwell, birdseye speedwell, Persian speedwell, winter speedwell",Present,Rare,Non-native,,,0,0,1,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica scutellata,"grassleaf speedwell, grass-leaf speedwell, marsh speedwell, skullcap speedwell",Present,Uncommon,Native,,,1,0,13,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica serpyllifolia ssp. humifusa,"brightblue speedwell, thyme-leaf speedwell",Present,Common,Native,,,1,0,6,0,,,,G5T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Plantaginaceae,Veronica wormskjoldii,American alpine speedwell,Present,Uncommon,Native,,,1,0,19,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Scrophulariaceae,Scrophularia californica ssp. floribunda,California figwort,Probably Present,,Native,,,0,0,7,0,,,,G5TNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Scrophulariaceae,Scrophularia desertorum,"desert figwort, mountain figwort",Probably Present,,Native,,,0,0,2,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Scrophulariaceae,Verbascum blattaria,"moth mullein, white moth mullein",Present,Rare,Non-native,,,1,0,0,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Scrophulariaceae,Verbascum thapsus,"big taper, common mullein, flannel mullein, flannel plant, great mullein, mullein, velvet dock, velvet plant, woolly mullein",Present,Uncommon,Non-native,Management Priority,,1,0,1,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Verbenaceae,Verbena hastata,"blue verbena, blue vervain, Simpler's-joy, swamp verbena",Present,Rare,Native,,,0,0,2,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Lamiales/Verbenaceae,Verbena lasiostachys var. lasiostachys,western vervain,Present,Uncommon,Native,,,1,0,5,0,,,,,,- ,Report Species Count: 2086
