Textbox25,Textbox26
NPSpecies - The National Park Service biodiversity database.  IRMA Portal version.https://irma.nps.gov/npspecies.  Accessed 7/25/2025 8:30:15 PM,"NatureServe Global (G) and State (S) Conservation Status Rank List - NatureServe. 2025. NatureServe Explorer [web application]. NatureServe, Arlington, Virginia. Available https://explorer.natureserve.org/. (Accessed: July 9, 2025). This information is provided by NatureServe (www.natureserve.org) and its network of natural heritage member programs, a leading source of information about rare and endangered species, and threatened ecosystems."

Textbox46,Category1,CategoryGroup,Textbox51,PreferredCommonNames1,OccwTag,Abundance,NatwTags,NPSTags,ParkTags,RefCount,ObsCount,VouCount,ExternalLinkCount,TESS,StateStatuses,Ozone,GRank,SRank1,Textbox52,Textbox1
,Birds,Strigiformes/Strigidae,Aegolius acadicus,Northern Saw-whet Owl,Present,Rare,Native,,,2,25,3,0,SC,,,G5,CA: SNR,- Cryptoglaux acadia,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Asio flammeus,Short-eared Owl,Present,Rare,Unknown,Summer,,1,1,0,0,SC,CA: SSC,,G5,CA: S2,- ,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Asio otus,Long-eared Owl,Present,Rare,Native,Resident,,1,8,1,0,SC,CA: SSC,,G5,CA: S3?,- ,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Athene cunicularia,Burrowing Owl,Present,Occasional,Native,Migratory,,1,3,0,0,SC,CA: SSC,,G4,CA: S2,- ,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Bubo virginianus,Great Horned Owl,Present,Common,Native,Breeder,,2,79,0,0,50,,,G5,CA: SNR,- ,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Glaucidium gnoma,northern pygmy owl,Present,Uncommon,Native,Breeder,,3,55,1,0,50,,,G4G5,CA: SNR,- Glaucidium gnoma californicum,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Megascops kennicottii,western screech-owl,Present,Common,Native,Breeder,,1,12,2,0,SU,,,G4G5,CA: SNR,"- Otus asio quercinus, Otus kennicottii",Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Otus flammeolus,Flammulated Owl,Present,Uncommon,Native,Breeder,,1,3,0,0,SU,,,,,- ,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Strix nebulosa,great gray owl,Present,Rare,Native,Management Priority; Breeder,,2,173,3,0,,"CA: S, SE",,G5,CA: S1,- Strix nebulosa nebulosa,Report Species Count: 2086
,Birds,Strigiformes/Strigidae,Strix occidentalis,spotted owl,Present,Uncommon,Native,Breeder,,2,39,0,0,,,,G3G4,CA: SNR,- ,Report Species Count: 2086
,Birds,Strigiformes/Tytonidae,Tyto alba,barn owl,Present,Occasional,Native,Vagrant,,1,4,0,0,SC,,,,,- ,Report Species Count: 2086
,Birds,Suliformes/Phalacrocoracidae,Phalacrocorax auritus,Double-crested Cormorant,Present,Occasional,Native,Migratory,,1,9,0,0,SC,CA: WL,,,,- ,Report Species Count: 2086
,Reptiles,Squamata/Anguidae,Elgaria coerulea palmeri,Sierra (northern) alligator lizard,Present,Common,Native,Breeder,,1,19,24,0,,,,G5T4,,"- Elgaria coerulea, Gerrhonotus coeruleus palmeri, Gerrhonotus palmeri, Gerrhonotus scinicuada webbii",Report Species Count: 2086
,Reptiles,Squamata/Anguidae,Elgaria multicarinata webbii,San Diego (southern) alligator lizard,Present,Common,Native,Breeder,,1,7,4,0,,,,,,- Elgaria multicarinata,Report Species Count: 2086
,Reptiles,Squamata/Charinidae,Charina bottae,northern rubber boa,Present,Uncommon,Native,Breeder,,1,38,18,0,,,,G5,CA: SNR,- Charina bottae bottae,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Coluber mormon,western yellow-bellied racer,Present,Uncommon,Native,Breeder,,1,28,13,0,,,,,,"- Coluber constrictor, Coluber constrictor mormon",Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Contia tenuis,"Common Sharp-tailed Snake, Sharptail Snake, Sharp-tailed Snake",Present,Uncommon,Native,Breeder,,0,5,6,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Diadophis punctatus,"Ringneck Snake, Ring-necked Snake",Present,Rare,Native,Breeder,,1,8,8,0,SC,,,G5,CA: SNR,- Diadophis amabilis pulchellus,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Hypsiglena torquata nuchalata,California nightsnake,Present,Uncommon,Native,Breeder,,0,1,19,0,,,,,,"- Hypsiglena ochrorhyncha, Hypsiglena torquata, Hypsiglena torquata ochrorhyncha",Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Lampropeltis getula californiae,California kingsnake,Present,Uncommon,Native,Breeder,,1,6,1,0,SC,,,,,"- Lampropeltis getula, Lampropeltis getulus boylii",Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Lampropeltis zonata multicincta,Sierra mountain kingsnake,Present,Uncommon,Native,Breeder,,1,54,19,0,,,,,,- Lampropeltis zonata,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Masticophis lateralis lateralis,California striped racer (whipsnake),Present,Uncommon,Native,Breeder,,1,10,9,0,,,,,,- Masticophis lateralis,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Pituophis catenifer catenifer,Pacific gopher snake,Present,Uncommon,Native,Breeder,,0,0,14,0,,,,G5T5,,- Pituophis catenifer,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Thamnophis couchii,Sierra (aquatic) garter snake,Present,Common,Native,Breeder,,1,20,28,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Thamnophis elegans elegans,Mountain (terrestrial) garter snake,Present,Common,Native,Breeder,,1,27,69,0,,,,,,- Thamnophis elegans,Report Species Count: 2086
,Reptiles,Squamata/Colubridae,Thamnophis sirtalis fitchi,Valley garter snake,Present,Uncommon,Native,Breeder,,1,21,0,0,,,,G5TNR,,- Thamnophis sirtalis,Report Species Count: 2086
,Reptiles,Squamata/Iguanidae,Sceloporus graciosus,Sagebrush Lizard,Present,Common,Native,Breeder,,1,3,110,0,,,,G5,CA: SNR,- Sceloporus graciosus gracilis,Report Species Count: 2086
,Reptiles,Squamata/Iguanidae,Sceloporus occidentalis,Western Fence Lizard,Present,Common,Native,Breeder,,1,37,339,0,,,,G5,CA: SNR,"- Sceloporus occidentalis biseriatus, Sceloporus occidentalis occidentalis",Report Species Count: 2086
,Reptiles,Squamata/Scincidae,Eumeces gilberti,Gilbert's Skink,Present,Uncommon,Native,Breeder,,0,23,6,0,,,,,,- ,Report Species Count: 2086
,Reptiles,Squamata/Scincidae,Eumeces skiltonianus,western skink,Present,Uncommon,Native,,,1,15,19,0,,,,,,- ,Report Species Count: 2086
,Reptiles,Squamata/Teiidae,Aspidoscelis tigris munda,California (western) whiptail,Present,Uncommon,Native,Breeder,,1,7,12,0,,,,,,"- Cnemidophorus tigris, Cnemidophorus tigris mundus",Report Species Count: 2086
,Reptiles,Squamata/Viperidae,Crotalus oreganus oreganus,northern Pacific rattlesnake,Present,Common,Native,Breeder,,1,94,29,0,,,,G5T5,,"- Crotalus oreganus, Crotalus viridis, Crotalus viridis oreganus",Report Species Count: 2086
,Reptiles,Testudines/Emydidae,Actinemys marmorata,Pacific (western) pond turtle,Present,Uncommon,Native,Breeder,,1,6,5,0,PT,,,G2,CA: SNR,- Clemmys marmorata,Report Species Count: 2086
,Amphibians,Anura/Bufonidae,Anaxyrus boreas halophilus,California toad (western toad),Present,Unknown,Native,Breeder,,2,21,10,0,,,,,,"- Bufo boreas, Bufo boreas halophilus",Report Species Count: 2086
,Amphibians,Anura/Bufonidae,Anaxyrus canorus,Yosemite toad,Present,Uncommon,Native,Breeder,,1,54,92,0,T,CA: SSC,,G2,CA: S2,- Bufo canorus,Report Species Count: 2086
,Amphibians,Anura/Hylidae,Pseudacris regilla,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Present,Common,Native,Breeder,,1,100,193,0,,,,G5,CA: SNR,- Hyla regilla,Report Species Count: 2086
,Amphibians,Anura/Ranidae,Lithobates catesbeianus,bullfrog,Present,Uncommon,Non-native,Management Priority; Breeder,,1,5,1,0,,,,G5,CA: SNA,- Rana catesbeiana,Report Species Count: 2086
,Amphibians,Anura/Ranidae,Rana sierrae,Sierra Nevada yellow-legged frog,Present,Uncommon,Native,Management Priority; Breeder,,1,50,11,0,E,"CA: ST, WL",,G2,CA: S2,- Rana muscosa,Report Species Count: 2086
,Amphibians,Caudata/Plethodontidae,Aneides lugubris,arboreal salamander,Present,Uncommon,Native,Breeder,,1,0,0,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Amphibians,Caudata/Plethodontidae,Batrachoseps diabolicus,Hell Hollow slender salamander,Present,Unknown,Native,Breeder,,1,0,1,0,,,,G3,CA: S3,- Batrachoseps attenuatus,Report Species Count: 2086
,Amphibians,Caudata/Plethodontidae,Batrachoseps gregarius,gregarius slender salamander,Present,Unknown,Native,Breeder,,0,0,8,0,,,,G4,CA: SNR,- Batrachseps attenuatus,Report Species Count: 2086
,Amphibians,Caudata/Plethodontidae,Ensatina eschscholtzii platensis,Sierra Nevada ensatina,Present,Uncommon,Native,Breeder,,2,13,57,0,,,,G5T4,,- Ensatina eschscholtzii,Report Species Count: 2086
,Amphibians,Caudata/Plethodontidae,Ensatina eschscholtzii xanthoptica,yellow-eyed ensatina,Present,Uncommon,Native,Breeder,,0,0,0,0,,,,G5T4,,- ,Report Species Count: 2086
,Amphibians,Caudata/Plethodontidae,Hydromantes platycephalus,Mount Lyell Salamander,Present,Rare,Native,Breeder,,2,15,71,0,SC,CA: WL,,G4,CA: S4,- ,Report Species Count: 2086
,Amphibians,Caudata/Salamandridae,Taricha sierrae,Sierra newt,Present,Common,Native,Breeder,,1,15,15,0,,,,G4,CA: SNR,"- Taricha torosa, Triturus torosus",Report Species Count: 2086
,Fish,Cypriniformes/Catostomidae,Catostomus occidentalis,Sacramento Sucker,Present,Abundant,Native,Breeder,,2,2,2,0,50,,,G5,CA: SNR,- ,Report Species Count: 2086
,Fish,Cypriniformes/Leuciscidae,Mylopharodon conocephalus,Hardhead,Present,Uncommon,Native,Breeder,,2,1,1,0,,CA: SSC,,G3,CA: S3,- ,Report Species Count: 2086
,Fish,Cypriniformes/Leuciscidae,Ptychocheilus grandis,Sacramento pikeminnow,Present,Unknown,Non-native,Breeder,,0,3,0,0,50,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Fish,Perciformes/Centrarchidae,Micropterus dolomieu,Smallmouth Bass,Present,Unknown,Non-native,Breeder,,2,1,0,0,SU,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Fish,Salmoniformes/Salmonidae,Oncorhynchus clarkii henshawi,Lahontan cutthroat trout,Present,Rare,Non-native,Breeder,,2,0,2,0,T,,,,,"- Oncorhynchus clarkii, Salmo clarkii",Report Species Count: 2086
,Fish,Salmoniformes/Salmonidae,Oncorhynchus mykiss,rainbow trout,Present,Unknown,Non-native,Breeder,,2,25,4,0,T,,,G5,CA: SNR,"- Salmo gairdnerii, Salmo gairdnerii iridens, Salmo irideus",Report Species Count: 2086
,Fish,Salmoniformes/Salmonidae,Oncorhynchus mykiss aguabonita,California golden trout,Present,Unknown,Non-native,Breeder,,2,4,2,0,RT,CA: SSC,,G5T1,CA: S1,- Salmo roosevelti,Report Species Count: 2086
,Fish,Salmoniformes/Salmonidae,Salmo trutta,brown trout,Present,Common,Non-native,Breeder,,2,17,5,0,50,,,G5,CA: SNA,"- Salmo fario, Salmo levenensis, Salmo trutta fario",Report Species Count: 2086
,Fish,Salmoniformes/Salmonidae,Salvelinus fontinalis,brook trout,Present,Unknown,Non-native,Breeder,,2,18,2,0,,,,G5,CA: SNA,- ,Report Species Count: 2086
,Fish,Scorpaeniformes/Cottidae,Cottus gulosus,riffle sculpin,Present,Uncommon,Native,Breeder,,2,0,3,0,,CA: SSC,,G5,CA: S4,- ,Report Species Count: 2086
,Vascular Plants,,Chamaesyce serpyllifolia ssp. hirtula,,Probably Present,,Native,,,0,0,3,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,,Lotus purshianus var. purshianus,,Present,Common,Native,,,1,0,16,0,,,,,,- Lotus unifoliolatus var. unifoliolatus,Report Species Count: 2086
,Vascular Plants,,Panicum acuminatum var. acuminatum,,Present,Common,Native,,,1,0,25,0,,,,,,- Panicum acuminatum,Report Species Count: 2086
,Vascular Plants,,Tofieldia occidentalis ssp. occidentalis,,Present,Rare,Native,Management Priority,,1,0,12,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,,Triglochin concinna var. debilis,desert arrow-grass,Present,Rare,Native,Management Priority,,1,0,6,0,,,,,,- Triglochin maritimum,Report Species Count: 2086
,Vascular Plants,Alismatales/Alismataceae,Alisma plantago-aquatica,"American waterplantain, European water plantain",Present,Uncommon,Native,,,1,0,9,0,,,,GNR,,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Alismataceae,Sagittaria cuneata,"arumleaf arrowhead, arum-leaf arrowhead, nothern arrowhead, wapato",Present,Rare,Native,,,0,0,7,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Alismataceae,Sagittaria latifolia,"broadleaf arrowhead, common arrowhead, duck-potato, wapato",Present,Rare,Native,,,1,0,2,0,50,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Araceae,Lemna gibba,"inflated duckweed, swollen duckweed",Present,Uncommon,Native,,,1,0,0,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Araceae,Lemna minuta,least duckweed,Present,Uncommon,Native,,,1,0,0,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Juncaginaceae,Lilaea scilloides,"awl-leaf lilaea, flowering quillwort",Present,Uncommon,Native,,,1,0,0,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Juncaginaceae,Triglochin maritima,"arrow-grass, seaside arrowgrass",Present,Rare,Native,Management Priority,,1,0,9,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Juncaginaceae,Triglochin palustris,,Present,Rare,Native,,,0,0,9,0,,,,G5,CA: S2,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton alpinus ssp. tenuifolius,,Present,Rare,Native,,,0,0,1,0,,,,,,- Potamogeton alpinus,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton epihydrus ssp. nuttallii,,Present,Rare,Native,Management Priority,,1,0,14,0,,,,,,- Potamogeton epihydrus,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton filiformis,"filiform pondweed, fineleaf pondweed, threadleaf pondweed",Present,Uncommon,Native,,,0,0,3,0,,,,,,- Stuckenia filiformis ssp. alpina,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton foliosus var. foliosus,leafy pondweed,Present,Uncommon,Native,,,1,0,0,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton gramineus,"grassy pondweed, variableleaf pondweed",Present,Uncommon,Native,,,1,0,11,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton natans,"broadleaf pondweed, floating pondweed, floatingleaf pondweed",Present,Uncommon,Native,,,1,0,12,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton pusillus var. pusillus,,Present,Uncommon,Native,,,1,0,2,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton pusillus var. tenuissimus,small pondweed,Present,Rare,Native,,,1,0,1,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Alismatales/Potamogetonaceae,Potamogeton robbinsii,"Robbins pondweed, Robbins' pondweed",Present,Rare,Native,Management Priority,,1,0,8,0,,,,G5,CA: S3,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Angelica breweri,Brewer's angelica,Present,Common,Native,,,1,0,5,0,,,,G3G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Angelica lineariloba,"poison angelica, Sierra angelica",Present,Uncommon,Native,,,1,0,0,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Anthriscus caucalis,"bur chervil, burr chervil",Present,Uncommon,Non-native,,,0,0,2,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Cicuta douglasii,"Douglas' waterhemlock, water hemlock, western water hemlock",Present,Uncommon,Native,,,1,0,4,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Cymopterus cinerarius,gray springparsley,Present,Uncommon,Native,,,1,0,0,0,,,,G3,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Cymopterus terebinthinus var. californicus,,Present,Common,Native,,,1,0,16,0,,,,G5T4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Daucus pusillus,"American wild carrot, rattlesnake carrot, rattlesnake weed, southwest wild carrot",Present,Uncommon,Native,,,1,0,7,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Foeniculum vulgare,sweet fennel,Present,Rare,Non-native,,,0,0,1,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Heracleum lanatum,"common cowparsnip, cow parsnip",Present,Common,Native,,,1,0,4,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Ligusticum grayi,"Gray's licoriceroot, Gray's licorice-root",Present,Common,Native,,,1,0,31,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Lomatium dissectum var. dissectum,fernleaf biscuitroot,Present,Rare,Native,,,0,0,2,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Lomatium macrocarpum,"bigseed biscuitroot, bigseed lomatium, largefruit biscuitroot, large-fruit desert-parsley, long mamma",Probably Present,,Native,,,0,0,1,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Lomatium nevadense var. parishii,Parish's biscuitroot,Probably Present,,Native,,,0,0,4,0,,,,G4?TNR,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Lomatium torreyi,Sierra biscuitroot,Present,Common,Native,,,1,0,16,0,,,,G3?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Lomatium utriculatum,common lomatium,Present,Uncommon,Native,,,1,0,6,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Osmorhiza brachypoda,"California sweetcicely, California sweet-cicely",Present,Common,Native,,,1,0,7,0,,,O,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Osmorhiza chilensis,,Present,Common,Native,,,1,0,10,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Osmorhiza occidentalis,"sweetanise, western sweetroot",Present,Common,Native,,,1,0,1,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Oxypolis occidentalis,western cowbane,Present,Uncommon,Native,,,1,0,11,0,,,,G4?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Perideridia bolanderi ssp. bolanderi,Bolander's yampah,Present,Common,Native,,,1,0,6,0,,,,G5T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Perideridia howellii,Howell's yampah,Present,Uncommon,Native,,,1,0,1,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Perideridia lemmonii,Lemmon's yampah,Present,Uncommon,Native,,,1,0,8,0,,,,G4?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Perideridia parishii ssp. latifolia,Parish's yampah,Present,Common,Native,,,1,0,13,0,,,,G4T4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Podistera nevadensis,Nevada podistera,Present,Rare,Native,Management Priority,,1,0,12,0,,,,G4,CA: S4,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Sanicula bipinnatifida,purple sanicle,Present,Uncommon,Native,,,1,0,0,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Sanicula graveolens,"northern sanicle, Sierra sanicle",Present,Uncommon,Native,,,1,0,1,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Sanicula tuberosa,turkey pea,Present,Uncommon,Native,,,1,0,6,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Sphenosciadium capitellatum,"button parsley, woollyhead parsnip",Present,Common,Native,,,1,0,20,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Tauschia hartwegii,Hartweg's umbrellawort,Probably Present,,Native,,,1,0,0,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Torilis nodosa,"knotted hedgeparsley, knotted hedge-parsley",Present,Uncommon,Non-native,,,0,0,5,0,,,,GNR,CA: SNA,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Apiaceae,Yabea microcarpa,"false carrot, false hedge-parsley, falsecarrot",Present,Uncommon,Native,,,1,0,2,0,,,,G5?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Apiales/Araliaceae,Aralia californica,California spikenard,Present,Rare,Native,,,0,0,1,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium amplectens,narrowleaf onion,Present,Uncommon,Native,Exploitation Concern,,1,0,6,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium campanulatum,"dusky onion, Sierra onion",Present,Common,Native,Exploitation Concern,,1,0,20,0,,,,G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium hyalinum,glassy onion,Present,Rare,Native,Exploitation Concern,,0,0,0,0,,,,G4?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium obtusum var. conspicuum,red Sierra onion,Present,Uncommon,Native,Exploitation Concern,,1,0,1,0,,,,G4T2T3,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium obtusum var. obtusum,"red Sierra onion, red Sierran onion",Present,Uncommon,Native,Exploitation Concern,,1,0,15,0,,,,G4T4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium tribracteatum,threebract onion,Present,Rare,Native,Management Priority,,1,0,1,0,SC,,,G2,CA: S2,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium validum,"Pacific onion, swamp onion",Present,Common,Native,Exploitation Concern,,1,0,11,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Amaryllidaceae,Allium yosemitense,Yosemite onion,Present,Rare,Native,"Exploitation Concern, Management Priority",,1,0,8,0,RT,CA: SR,,G3,CA: S3,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Brodiaea elegans ssp. elegans,harvest brodiaea,Present,Common,Native,,,1,0,5,0,,,,G4G5T4T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Camassia quamash ssp. quamash,small camas,Present,Common,Native,,,1,0,7,0,,,,G5T4T5,,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Chlorogalum pomeridianum var. pomeridianum,wavyleaf soap plant,Present,Common,Native,,,1,0,1,0,,,,G5T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Dichelostemma capitatum ssp. capitatum,"bluedick, bluedicks",Present,Uncommon,Native,,,1,0,3,0,,,,G5?T4?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Dichelostemma multiflorum,roundtooth snakelily,Present,Uncommon,Native,,,1,0,2,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Dichelostemma volubile,twining snakelily,Present,Uncommon,Native,,,1,0,6,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Smilacina racemosa,,Present,Uncommon,Native,,,1,0,19,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Smilacina stellata,,Present,Uncommon,Native,,,1,0,3,0,,,,,,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Triteleia dudleyi,Dudley's triteleia,Probably Present,,Native,,,0,0,2,0,RT,,,G3?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Triteleia hyacinthina,"white brodiaea, wild hyacinth",Present,Uncommon,Native,,,1,0,4,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Triteleia ixioides ssp. anilina,prettyface,Present,Common,Native,,,1,0,22,0,,,,G5T4,CA: SNR,- Triteleia ixioides var. analina,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Triteleia ixioides ssp. scabra,prettyface,Present,Common,Native,,,1,0,2,0,,,,G5T3?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Triteleia laxa,Ithuriel's spear,Probably Present,,Native,,,0,0,2,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Triteleia lugens,Coast Range triteleia,Probably Present,,Native,Management Priority,,0,0,2,0,,,,G4?,CA: S4?,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Asparagaceae,Triteleia montana,Sierra triteleia,Present,Common,Native,,,1,0,7,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Iridaceae,Iris hartwegii ssp. hartwegii,"Hartweg's iris, rainbow iris",Present,Uncommon,Native,,,1,0,0,0,,,,G4T4?Q,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Iridaceae,Iris missouriensis,"Rocky Mountain iris, western blue flag, wild iris, wildiris",Present,Uncommon,Native,,,1,0,4,0,SC,,,"GNR,G5",CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Iridaceae,Sisyrinchium bellum,western blue-eyed grass,Present,Uncommon,Native,,,1,0,9,0,,,,G4G5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Iridaceae,Sisyrinchium elmeri,Elmer's blue-eyed grass,Present,Rare,Native,,,1,0,6,0,,,,G4?,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Iridaceae,Sisyrinchium idahoense var. occidentale,Idaho blue-eyed grass,Present,Common,Native,,,1,0,1,0,,,,G5T3T5,CA: SNR,- ,Report Species Count: 2086
,Vascular Plants,Asparagales/Orchidaceae,Cephalanthera austiniae,phantom orchid,Present,Uncommon,Native,Exploitation Concern,,1,0,7,0,,,,G4,CA: SNR,- ,Report Species Count: 2086
